order_lines_id,unit_price,price_net,tax_rate,tax_amount,total_price,quantity,created_at,product_id,order_id,category
195,57.09269639791527,49.37,0.1,5.71,171.28,3,2023-11-16 03:42:52,15,4696,Clothing
196,75.60531844838619,14.85,0.1,7.56,302.42,4,2024-08-11 09:09:20,67,1129,Automotive
197,29.26823590380502,28.89,0.1,2.93,87.8,3,2023-10-03 08:15:06,27,3361,Outdoor
198,97.28660920842046,29.24,0.1,9.73,97.29,1,2023-09-26 00:07:48,63,8948,Automotive
199,43.7469583749273,85.75,0.1,4.37,43.75,1,2024-07-02 03:01:53,3,130,Outdoor
200,29.38159191541978,36.04,0.1,2.94,117.53,4,2024-05-24 12:21:29,17,3338,Furniture
201,63.43056976607762,51.58,0.1,6.34,126.86,2,2024-09-08 07:51:49,73,2871,Office Supplies
202,63.43056976607762,51.58,0.1,6.34,126.86,2,2024-03-14 09:00:18,73,8798,Office Supplies
203,42.20255039941055,22.43,0.1,4.22,84.41,2,2024-01-31 15:37:11,54,1054,Bags
204,86.57782847348447,73.92,0.1,8.66,86.58,1,2023-11-04 12:39:12,64,147,Shoes
205,95.02773603626298,18.83,0.1,9.5,380.11,4,2024-08-29 04:37:05,72,11577,Furniture
206,34.448024150172465,80.4,0.1,3.44,137.79,4,2024-07-20 02:49:10,33,6049,Toys
207,26.01661751570181,52.78,0.1,2.6,78.05,3,2024-07-17 09:04:32,44,1672,Accessories
208,47.598524329178005,21.42,0.1,4.76,237.99,5,2024-07-01 21:23:46,13,9068,Sports Equipment
209,96.60185623849031,83.06,0.1,9.66,483.01,5,2024-04-08 08:53:47,25,10087,Outdoor
210,83.06608750430081,69.38,0.1,8.31,249.2,3,2023-12-27 05:52:58,40,2482,Watches
211,66.13277726026526,47.44,0.1,6.61,66.13,1,2024-02-25 12:37:09,14,4517,Office Supplies
212,47.598524329178005,21.42,0.1,4.76,142.8,3,2024-02-25 12:18:54,13,659,Sports Equipment
213,34.448024150172465,80.4,0.1,3.44,172.24,5,2024-04-08 05:21:05,33,4607,Toys
214,75.21676086746862,74.59,0.1,7.52,300.87,4,2024-02-09 15:52:35,42,8384,Accessories
215,98.94569455130691,76.87,0.1,9.89,197.89,2,2024-06-13 04:17:13,24,7078,Automotive
216,30.732828347955518,35.81,0.1,3.07,153.66,5,2024-05-11 07:11:11,56,181,Shoes
217,19.17346902292367,46.78,0.1,1.92,57.52,3,2024-08-22 13:23:56,21,9047,Furniture
218,66.71294912310859,74.41,0.1,6.67,133.43,2,2024-03-04 11:06:32,61,5884,Bags
219,98.94569455130691,76.87,0.1,9.89,494.73,5,2024-08-01 05:43:52,24,749,Automotive
220,77.38122631145288,73.32,0.1,7.74,77.38,1,2024-01-07 23:08:19,9,4920,Sports Equipment
221,30.732828347955518,35.81,0.1,3.07,30.73,1,2024-03-25 11:37:39,56,39,Shoes
222,47.498032604036084,60.38,0.1,4.75,237.49,5,2024-05-06 19:08:11,65,11770,Automotive
223,86.69760535715162,19.88,0.1,8.67,260.09,3,2024-08-25 10:20:47,10,7536,Beauty
224,86.57782847348447,73.92,0.1,8.66,346.31,4,2024-05-25 05:31:59,64,5593,Shoes
225,62.549589649191546,51.71,0.1,6.25,125.1,2,2024-08-09 11:30:07,47,1275,Automotive
226,20.450408232883554,38.0,0.1,2.05,20.45,1,2024-06-08 04:09:00,53,9912,Home Appliances
227,97.00729896638508,38.19,0.1,9.7,291.02,3,2024-03-20 13:52:28,59,1607,Watches
228,43.7469583749273,85.75,0.1,4.37,174.99,4,2024-01-20 17:58:38,3,3303,Outdoor
229,63.43056976607762,51.58,0.1,6.34,126.86,2,2024-07-03 20:14:26,73,2364,Office Supplies
230,47.598524329178005,21.42,0.1,4.76,47.6,1,2024-08-19 18:23:26,13,7318,Sports Equipment
231,95.02773603626298,18.83,0.1,9.5,380.11,4,2024-07-21 16:06:33,72,11304,Furniture
232,47.864689237188195,48.89,0.1,4.79,239.32,5,2024-07-07 23:04:48,16,1634,Shoes
233,39.68306791612835,19.32,0.1,3.97,198.42,5,2023-11-29 17:39:33,22,5953,Bags
234,47.34371826502234,49.37,0.1,4.73,142.03,3,2024-06-08 15:16:55,68,9218,Electronics
235,42.20255039941055,22.43,0.1,4.22,168.81,4,2023-12-26 06:50:43,54,8803,Bags
236,58.92929636082109,52.58,0.1,5.89,117.86,2,2024-04-19 03:23:12,71,1908,Musical Instruments
237,32.88832653572792,60.03,0.1,3.29,98.66,3,2024-06-27 06:34:14,23,9040,Clothing
238,29.96504504552474,25.66,0.1,3.0,89.9,3,2024-03-18 07:41:46,34,11610,Stationery
239,66.13277726026526,47.44,0.1,6.61,330.66,5,2024-07-06 19:47:12,14,6097,Office Supplies
240,21.353216199314794,87.69,0.1,2.14,106.77,5,2024-07-01 19:07:37,1,7259,Sports Equipment
241,75.21676086746862,74.59,0.1,7.52,75.22,1,2024-07-10 12:06:28,42,10146,Accessories
242,41.940209548708665,61.96,0.1,4.19,167.76,4,2023-11-19 02:04:26,0,5528,Stationery
243,84.01467501614277,67.92,0.1,8.4,252.04,3,2024-06-13 01:05:09,12,10884,Sports Equipment
244,63.43056976607762,51.58,0.1,6.34,126.86,2,2023-10-07 01:17:26,73,2741,Office Supplies
245,66.13277726026526,47.44,0.1,6.61,198.4,3,2024-08-17 18:31:15,14,6359,Office Supplies
246,81.03380456963924,57.65,0.1,8.1,162.07,2,2024-07-21 00:53:51,46,9670,Health
247,47.498032604036084,60.38,0.1,4.75,142.49,3,2024-04-16 13:02:34,65,11144,Automotive
248,56.97951000784316,21.75,0.1,5.7,284.9,5,2024-02-15 01:08:45,38,8719,Health
249,99.35287308305912,74.79,0.1,9.94,496.76,5,2024-08-04 12:24:03,62,9868,Musical Instruments
250,14.11835247939678,89.8,0.1,1.41,42.36,3,2024-06-04 00:31:41,58,3781,Toys
251,58.92929636082109,52.58,0.1,5.89,294.65,5,2024-07-02 21:37:05,71,4166,Musical Instruments
252,81.03380456963924,57.65,0.1,8.1,243.1,3,2023-12-12 08:23:55,46,537,Health
253,99.35287308305912,74.79,0.1,9.94,397.41,4,2023-12-23 09:05:35,62,886,Musical Instruments
254,77.38122631145288,73.32,0.1,7.74,386.91,5,2024-05-31 15:20:50,9,5620,Sports Equipment
255,67.97628360360534,15.32,0.1,6.8,135.95,2,2023-12-07 15:53:17,8,12052,Sports Equipment
256,47.864689237188195,48.89,0.1,4.79,47.86,1,2023-10-29 22:36:25,16,6155,Shoes
257,83.06608750430081,69.38,0.1,8.31,249.2,3,2023-10-18 16:53:06,40,530,Watches
258,21.353216199314794,87.69,0.1,2.14,85.41,4,2024-02-05 21:35:10,1,3132,Sports Equipment
259,66.71294912310859,74.41,0.1,6.67,266.85,4,2024-07-06 05:42:33,61,1900,Bags
260,21.353216199314794,87.69,0.1,2.14,64.06,3,2024-07-10 18:09:36,1,11838,Sports Equipment
261,29.38159191541978,36.04,0.1,2.94,29.38,1,2023-10-20 13:25:43,17,8874,Furniture
262,97.28660920842046,29.24,0.1,9.73,486.43,5,2024-07-31 21:28:29,63,8280,Automotive
263,27.270871743750455,16.05,0.1,2.73,81.81,3,2024-07-04 00:20:31,29,6040,Toys
264,31.740478597263916,69.04,0.1,3.17,63.48,2,2023-12-01 07:26:33,39,8563,Health
265,34.448024150172465,80.4,0.1,3.44,103.34,3,2023-12-06 17:15:56,33,7326,Toys
266,41.837353137722474,12.39,0.1,4.18,167.35,4,2024-02-15 08:21:25,5,6283,Electronics
267,75.60531844838619,14.85,0.1,7.56,75.61,1,2024-08-22 02:08:49,67,6490,Automotive
268,96.4845336364726,42.62,0.1,9.65,192.97,2,2023-12-12 09:23:03,50,10580,Sports Equipment
269,99.35287308305912,74.79,0.1,9.94,397.41,4,2023-11-10 14:02:22,62,8975,Musical Instruments
270,97.28660920842046,29.24,0.1,9.73,194.57,2,2024-05-16 20:17:47,63,1815,Automotive
